,AP,AP,AP,AP,recall,recall,recall,recall,precision,precision,precision,precision,alert_rate,alert_rate,alert_rate,alert_rate
,mean,std,min,max,mean,std,min,max,mean,std,min,max,mean,std,min,max
model,,,,,,,,,,,,,,,,
LightGBM,0.1571530379489617,0.051431757029687164,0.10072352653811854,0.20139927245737949,0.27364323705856886,0.012312460963470667,0.2594594594594595,0.28157894736842104,0.15517172249903233,0.00845422315453085,0.1461187214611872,0.1628614916286149,0.0009994593744449456,2.5818549535695083e-07,0.000999237663666929,0.0009997428363175986
XGBoost,0.241384944017511,0.007382514363095691,0.23291431348724329,0.24644961574164564,0.31134604283917783,0.010412918724983984,0.30526315789473685,0.3233695652173913,0.17646836577177585,0.004429288909751653,0.1719939117199391,0.18085106382978725,0.0009994593744449456,2.5818549535695083e-07,0.000999237663666929,0.0009997428363175986
