receiver_status,rows,positives,TP,FP,FN,alerts,precision,recall,alert_rate
known_in_train,1037932.0,739.0,239.0,115.0,500.0,354.0,0.6751412429378532,0.3234100135317997,0.00034106280565586184
new_to_train,1170.0,12.0,1.0,0.0,11.0,1.0,1.0,0.08333333333333333,0.0008547008547008547
